,term,weight
105,##ven,1.17
106,##ych,1.6
107,##yna,1.15
108,##yp,1.47
109,##yst,1.2
110,##ythe,1.74
111,##zine,1.75
112,%,1.24
113,/,1.23
114,14,1.15
115,24,1.25
116,250,1.54
117,325,1.25
118,6,1.17
119,75,1.34
120,81,1.29
121,90,1.2
122,abd,1.68
123,admission,1.79
124,admitted,1.19
125,aero,1.52
126,ag,1.4
127,age,1.1
128,aggression,1.2
129,aggressive,1.77
130,airways,1.2
131,allergic,1.25
132,alt,1.59
133,am,1.4
134,ang,1.53
135,anxiety,1.43
136,anxious,1.62
137,apple,1.18
138,assist,1.25
139,attended,1.15
140,bal,1.43
141,bed,1.16
142,bedside,1.41
143,bid,1.92
144,block,1.45
145,breath,1.14
146,bro,1.38
147,c,1.32
148,cad,1.94
149,camp,1.09
150,capped,1.4
151,cc,1.22
152,chair,2.01
153,chairs,1.49
154,change,1.26
155,chest,1.4
156,chief,1.33
157,chin,2.09
158,chloride,1.05
159,cho,1.22
160,clear,1.5
161,club,1.5
162,coa,1.43
163,coli,1.4
164,collapse,1.39
165,complaint,1.67
166,complaints,1.32
167,con,1.53
168,controlled,1.33
169,cooperative,1.63
170,cop,2.21
171,cough,1.47
172,coughing,1.56
173,cp,1.64
174,cream,1.14
175,cuff,1.58
176,culture,1.23
177,cv,1.6
178,d,1.41
179,daily,1.36
180,dark,1.4
181,delayed,1.21
182,det,1.28
183,diffuse,1.61
184,dil,1.44
185,discharge,1.65
186,discharged,1.68
187,disk,1.83
188,disposition,1.88
189,distal,1.73
190,dos,1.21
191,dose,1.38
192,eva,2.33
193,ex,1.66
194,extended,1.27
195,fair,1.74
196,fate,1.17
197,fever,1.71
198,flare,2.12
199,flu,1.72
200,flush,1.66
201,forced,1.66
202,free,1.54
203,fx,1.64
204,gi,1.31
205,graf,1.37
206,gran,1.51
207,gt,1.95
208,hc,1.39
209,head,1.3
210,hee,1.93
211,her,1.42
212,history,1.59
213,hs,1.32
214,hydra,1.61
215,ic,1.3
216,id,1.48
217,inhibit,1.56
218,int,1.2
219,intact,2.08
220,intermittent,2.1
221,invasive,1.68
222,ip,1.15
223,iv,1.24
224,lac,1.38
225,lad,1.88
226,lateral,1.49
227,left,1.43
228,lev,1.55
229,liter,1.44
230,lock,1.79
231,love,1.25
232,lovely,1.22
233,mae,1.87
234,main,1.38
235,major,1.57
236,mala,1.9
237,married,1.15
238,mask,1.23
239,masses,1.35
240,mc,1.76
241,mesh,2.22
242,mg,1.28
243,mi,1.25
244,mid,1.36
245,ml,1.23
246,motor,1.25
247,mrs,1.69
248,mv,1.58
249,nad,1.96
250,nasal,1.18
251,nod,1.39
252,ns,1.51
253,nt,1.46
254,ny,1.23
255,old,1.34
256,op,1.76
257,oro,1.19
258,overnight,1.55
259,ox,1.62
260,oxygen,1.61
261,p,1.29
262,pain,1.28
263,pass,1.27
264,past,1.22
265,pc,1.77
266,pe,1.45
267,pediatric,1.19
268,per,1.62
269,peripheral,1.53
270,persistent,1.16
271,physical,1.38
272,pic,1.75
273,pl,1.29
274,placed,1.15
275,plug,1.47
276,pm,1.54
277,po,1.82
278,pod,1.71
279,por,1.56
280,porte,2.66
281,post,1.36
282,pp,1.28
283,presently,1.83
284,pri,1.17
285,productive,1.83
286,ps,1.44
287,pt,1.72
288,puff,1.78
289,q,1.88
290,qi,1.97
291,rca,1.84
292,rec,1.53
293,rehab,1.44
294,rehabilitation,1.19
295,repeat,1.83
296,repeating,1.27
297,respiratory,1.25
298,revealed,1.14
299,rib,1.2
300,right,1.1
301,ron,1.58
302,rr,1.59
303,rue,1.96
304,sal,1.49
305,sauce,1.75
306,service,1.12
307,she,1.15
308,si,2.08
309,silicon,1.83
310,sim,1.55
311,sk,1.18
312,smile,1.31
313,smoke,1.55
314,sodium,1.46
315,speech,1.85
316,spike,1.42
317,ste,2.1
318,stem,1.89
319,strike,1.32
320,struck,1.13
321,surgery,1.16
322,surgical,1.15
323,swallow,1.51
324,swallowing,1.3
325,swollen,1.4
326,sy,1.13
327,synth,1.24
328,tablet,1.36
329,tar,1.65
330,tb,1.82
331,therapeutic,1.21
332,ti,1.53
333,tissue,1.48
334,tobacco,1.2
335,topical,1.26
336,tr,1.54
337,tube,1.28
338,tuck,2.25
339,ultrasound,1.25
340,upper,1.35
341,van,1.51
342,video,1.66
343,vocal,1.48
344,w,1.24
345,we,1.35
346,z,1.35
