,term,weight
163,f,1.28
164,fa,1.01
165,fever,1.53
166,fiber,0.96
167,flow,1.21
168,follow,1.34
169,following,0.72
170,frontal,1.36
171,fusion,1.23
172,ga,1.23
173,greater,1.08
174,had,1.06
175,head,1.34
176,headache,1.25
177,heal,0.59
178,her,1.62
179,hip,1.16
180,history,1.43
181,ho,1.02
182,home,1.78
183,hydro,1.29
184,ic,1.43
185,incentive,1.28
186,incentives,0.95
187,increase,0.76
188,increased,0.85
189,independence,0.99
190,independent,1.63
191,infection,1.14
192,infections,0.87
193,inspection,1.13
194,instructions,1.24
195,intact,1.98
196,interactive,1.41
197,intermittent,1.46
198,interventions,1.19
199,invasive,1.7
200,irritation,1.25
201,ka,1.23
202,ke,1.46
203,lax,2.26
204,left,1.33
205,les,1.52
206,lev,1.64
207,lifting,1.17
208,likely,1.13
209,long,1.37
210,lore,1.64
211,maintenance,1.06
212,major,1.49
213,married,1.17
214,mass,1.89
215,masses,1.26
216,medication,1.27
217,men,1.42
218,mid,1.69
219,middle,1.86
220,milk,0.93
221,mo,1.06
222,monitor,0.88
223,monitoring,1.04
224,mri,2.08
225,mv,1.71
226,nas,1.63
227,nausea,1.5
228,neurological,1.28
229,nod,1.57
230,nt,1.18
231,numb,1.19
232,nurse,1.2
233,nursing,0.8
234,office,0.96
235,offices,0.65
236,old,1.38
237,onset,1.12
238,ore,1.52
239,over,1.4
240,pain,0.94
241,path,1.23
242,pc,1.82
243,pep,1.35
244,plaque,1.77
245,please,0.66
246,po,1.15
247,practitioner,1.04
248,prescribed,1.05
249,present,1.19
250,pressure,1.06
251,pri,1.66
252,probable,1.79
253,protect,1.06
254,proton,1.93
255,q,1.19
256,r,1.24
257,reactive,1.82
258,red,1.16
259,reddish,0.84
260,ref,1.16
261,regular,1.28
262,remote,1.9
263,replacement,1.13
264,represent,1.56
265,res,1.11
266,resolved,1.34
267,restart,1.13
268,retired,1.27
269,return,0.58
270,right,1.91
271,rr,1.43
272,seizure,1.38
273,seizures,1.08
274,sent,1.44
275,sex,1.35
276,sharp,1.64
277,she,2.03
278,shin,1.89
279,shower,1.48
280,si,1.67
281,sign,0.95
282,signs,0.81
283,sin,1.55
284,site,0.97
285,sites,0.87
286,smoke,1.15
287,social,1.27
288,soft,1.03
289,stability,1.09
290,stable,1.74
291,status,1.74
292,ste,1.55
293,stomach,1.68
294,stool,1.17
295,straining,0.96
296,surgery,1.22
297,surgical,1.37
298,sweet,2.49
299,swelling,1.03
300,swollen,0.94
301,symptoms,1.1
302,systemic,1.32
303,tape,1.46
304,temple,1.88
305,temples,1.24
306,temporal,1.51
307,tender,0.62
308,tenderness,1.03
309,time,0.58
310,tingle,1.06
311,tingling,0.93
312,tremor,0.98
313,tumor,1.16
314,unspecified,1.8
315,vomit,1.14
316,vomiting,1.39
317,walking,1.29
318,warning,1.17
319,week,0.98
320,wine,1.36
321,work,1.01
322,wound,1.56
323,wounds,1.26
