,term,weight
265,dia,1.18
266,diagnosis,1.32
267,dil,1.42
268,din,1.38
269,discharge,2.0
270,discharged,1.5
271,disposition,2.17
272,dose,1.27
273,drip,1.66
274,drop,1.17
275,dry,1.29
276,duration,1.57
277,e,1.13
278,echo,1.34
279,ed,1.71
280,elevated,1.31
281,ep,1.23
282,eta,1.68
283,evidence,1.64
284,extend,1.0
285,extended,1.86
286,facilities,0.82
287,facility,1.04
288,failure,1.39
289,fate,1.5
290,fen,2.27
291,fever,1.5
292,fi,1.08
293,flag,1.79
294,flex,1.33
295,floor,1.12
296,follow,1.24
297,fr,1.1
298,fur,1.39
299,gap,1.42
300,ge,1.41
301,gi,1.84
302,goal,1.36
303,goals,1.04
304,gt,2.47
305,gu,1.14
306,h,1.4
307,had,1.06
308,half,1.27
309,hc,1.75
310,hd,1.43
311,heal,1.05
312,heart,1.15
313,hem,1.21
314,her,1.4
315,history,1.53
316,hk,1.56
317,hold,1.34
318,holding,1.37
319,hospital,1.3
320,hr,1.32
321,hydra,2.11
322,i,1.38
323,increase,1.33
324,independently,1.15
325,infiltrate,1.89
326,inflammatory,1.15
327,initial,1.48
328,ins,1.06
329,instructions,0.95
330,insult,1.26
331,intermittent,1.74
332,invasive,1.41
333,ip,1.31
334,iron,1.55
335,iso,1.27
336,iv,1.82
337,j,1.8
338,kg,1.19
339,kidney,1.24
340,lac,1.36
341,las,2.23
342,lc,1.67
343,ld,1.3
344,lev,1.23
345,li,1.51
346,limit,1.06
347,load,1.05
348,long,1.27
349,loss,1.32
350,lot,1.14
351,low,1.38
352,magnesium,1.57
353,major,1.28
354,male,1.34
355,mc,1.34
356,mega,1.32
357,met,1.3
358,metabolic,1.55
359,metro,1.45
360,mg,1.34
361,mic,1.1
362,micro,1.65
363,mild,1.14
364,ml,1.04
365,mod,1.68
366,motion,1.25
367,mouth,1.4
368,mr,1.15
369,mri,1.66
370,mrs,2.31
371,nasal,1.25
372,nat,1.78
373,negative,1.72
374,nes,1.78
375,ni,1.18
376,nitrate,1.53
377,no,1.2
378,non,0.8
379,nor,1.47
380,norm,1.34
381,normal,1.11
382,ns,2.24
383,nt,1.57
384,nutritional,1.12
385,off,1.51
386,op,1.61
387,organism,1.26
388,organisms,1.41
389,over,1.17
390,overnight,1.39
391,oxygen,1.59
392,packed,1.54
393,pain,1.32
394,pan,1.45
395,past,1.3
396,pc,1.95
397,persistent,1.34
398,phenomena,1.09
399,phosphate,1.29
400,physical,1.19
401,pill,1.13
402,pl,1.4
403,placed,1.11
404,plan,1.48
405,po,1.48
406,positive,1.19
407,potassium,1.32
408,pressure,1.41
409,presumed,1.46
410,pro,1.71
411,protein,1.42
412,pseudo,1.48
413,pt,2.39
414,pv,1.91
415,q,1.84
416,qi,1.87
417,r,1.37
418,ra,1.61
419,raf,2.31
420,range,1.5
421,rapid,1.45
422,ras,1.73
423,ratio,1.05
424,red,1.07
425,regime,1.39
426,rehab,1.85
427,rehabilitation,1.44
428,renal,1.71
429,repeat,1.23
430,res,1.36
431,resolution,1.77
432,resolve,1.15
433,resolved,1.36
434,respiratory,1.3
435,right,1.3
436,risk,1.16
437,rose,1.39
438,ry,1.8
439,sb,2.4
440,secondary,1.21
441,sep,1.58
442,she,1.26
443,si,1.96
444,significantly,1.5
445,sir,1.67
446,slow,1.53
447,social,1.31
448,soft,1.49
449,solids,1.16
450,solution,1.23
451,spa,1.39
452,spectrum,1.52
453,sporadic,1.07
454,spray,1.1
455,stable,1.41
456,stat,1.44
457,status,1.01
458,stomach,1.4
459,stool,1.78
460,stop,1.17
461,stopped,1.04
462,stroke,1.27
463,super,1.4
464,surgery,1.35
465,surgical,1.37
466,sy,1.05
467,t,1.32
468,ta,1.66
469,tablet,1.3
470,tape,1.41
471,team,1.1
472,texas,1.19
473,thick,1.15
474,ti,1.4
475,tim,1.6
476,times,1.03
477,tip,1.37
478,tobacco,1.46
479,tolerate,1.1
480,topical,1.24
481,toxic,1.38
482,toxin,1.45
483,trans,1.56
484,transferred,1.38
485,transient,2.08
486,trend,1.36
487,trial,1.02
488,tx,1.26
489,ty,1.04
490,ultra,1.29
491,units,1.34
492,urine,1.24
493,van,1.65
494,viral,1.38
495,vitamin,1.24
496,volume,1.43
497,volumes,1.17
498,vs,1.15
499,w,1.46
500,wall,1.22
501,wb,1.42
502,wounds,0.83
503,yes,1.19
504,zenith,2.15
505,zero,1.38
