,term,weight
109,##ored,1.6
110,##os,1.17
111,##ot,1.36
112,##par,1.51
113,##patient,1.93
114,##phine,1.34
115,##phy,1.18
116,##pic,1.55
117,##pid,1.67
118,##pm,1.13
119,##pon,1.77
120,##pp,1.53
121,##psy,1.36
122,##py,1.14
123,##ral,1.41
124,##ray,1.24
125,##raz,1.41
126,##rc,1.03
127,##rdi,1.6
128,##rdial,1.26
129,##ressed,1.29
130,##rial,1.18
131,##ric,1.24
132,##rim,1.78
133,##rl,1.55
134,##rol,1.02
135,##rr,1.18
136,##rti,1.25
137,##scribe,1.27
138,##sh,1.41
139,##sion,1.48
140,##sity,1.78
141,##sten,2.09
142,##sto,1.4
143,##tf,1.71
144,##th,1.07
145,##time,1.07
146,##tine,1.37
147,##tis,1.19
148,##tri,1.47
149,##tro,1.19
150,##u,1.31
151,##uca,1.88
152,##uin,1.72
153,##uit,1.8
154,##ulation,1.16
155,##urg,1.76
156,##usion,1.39
157,##ut,1.37
158,##vd,1.92
159,##ve,1.65
160,##vis,1.26
161,##w,1.25
162,##ze,1.24
163,##zo,1.66
164,%,1.34
165,/,1.4
166,100,1.32
167,117,1.57
168,118,1.47
169,122,1.23
170,15,1.03
171,1500,1.83
172,212,1.06
173,40,1.01
174,400,1.62
175,8,1.39
176,80,1.76
177,95,1.5
178,97,1.78
179,abd,1.45
180,abdomen,1.19
181,abnormal,1.3
182,abuse,1.13
183,accent,1.2
184,accumulation,1.52
185,acute,1.23
186,admission,2.26
187,admit,1.32
188,admitted,1.22
189,afb,1.49
190,aids,1.48
191,alexa,1.21
192,allergic,1.17
193,ankle,1.69
194,ankles,0.95
195,antibiotics,1.45
196,anxiety,1.57
197,anxious,1.41
198,ao,1.85
199,appear,1.17
200,appointment,1.41
201,appointments,1.11
202,asa,1.52
203,asthma,1.28
204,at,1.02
205,atrium,1.87
206,attended,1.15
207,bas,1.2
208,basil,1.67
209,bay,1.6
210,because,1.27
211,beta,1.31
212,bid,1.54
213,bilateral,1.76
214,bite,1.36
215,bleeding,1.35
216,block,1.35
217,blood,1.34
218,border,1.56
219,bow,1.23
220,bp,1.59
221,br,1.75
222,breath,1.5
223,bs,1.37
224,building,1.15
225,buildings,0.48
226,bun,1.55
227,butt,1.4
228,call,0.85
229,cancel,1.41
230,cancelled,1.73
231,candi,1.31
232,capsule,1.09
233,card,0.66
234,cardiac,1.2
235,cast,1.34
236,cat,1.93
237,cavity,1.94
238,cbc,1.88
239,cc,1.83
240,cd,1.69
241,ce,1.7
242,change,1.43
243,changed,0.97
244,chest,1.43
245,chew,1.09
246,chief,1.36
247,chill,1.47
248,chloride,1.21
249,chronic,1.65
250,ck,1.14
251,cl,1.16
252,clear,1.48
253,clinic,0.95
254,coa,1.61
255,cola,1.43
256,collapse,1.54
257,collapsed,1.12
258,colon,1.93
259,come,0.26
260,complaint,1.63
261,complaints,1.22
262,compromise,1.23
263,confirmed,1.04
264,connecticut,0.3
265,consistent,1.09
266,controlled,1.19
267,costa,1.52
268,count,1.2
269,course,1.35
270,courses,1.19
271,cp,1.33
272,crack,1.37
273,crystals,1.5
274,ct,1.83
275,current,1.14
276,cv,1.77
277,daily,1.32
278,date,0.72
279,dates,1.22
280,day,0.45
281,decreased,1.24
282,delayed,1.22
283,demonstrated,1.05
284,dense,1.92
285,density,0.95
286,depressed,1.54
287,dev,1.18
288,diagnosis,1.36
289,dig,1.5
290,dil,1.73
291,discharge,1.99
292,discharged,1.61
293,disposition,2.2
294,doctor,1.01
295,doctors,0.59
296,dose,1.32
297,dr,0.82
298,drain,1.81
299,drainage,1.64
300,drug,1.04
301,e,1.46
302,echo,2.1
303,ed,1.21
304,ek,1.15
305,elongated,2.15
306,emerge,1.74
307,emergency,1.65
308,end,1.2
309,enlarged,1.29
310,estimate,1.03
311,estimated,1.39
312,evaluate,1.17
313,evidence,1.02
314,exam,1.27
315,excursion,1.75
316,extended,1.89
317,fail,1.13
318,failure,1.32
319,fate,1.53
320,fever,1.69
321,fi,1.26
322,filled,1.59
323,fl,1.03
324,floor,1.09
325,flu,1.52
326,fluid,1.53
327,flush,1.58
328,flushing,0.96
329,flutter,2.0
330,follow,1.66
331,followed,1.21
332,following,0.44
333,foot,1.46
334,fully,1.46
335,function,1.23
336,functions,1.08
337,fungal,1.17
338,fur,1.38
339,gap,1.17
340,gas,1.38
341,gen,1.53
342,gi,1.58
343,global,1.53
344,glucose,1.1
345,grade,1.53
346,gram,1.22
347,groin,1.6
348,gu,1.72
349,hc,1.62
350,he,1.0
351,heal,1.0
352,heart,1.02
353,hee,1.71
354,hem,1.07
355,hepatitis,1.56
356,history,1.5
357,hiv,1.66
358,hospital,1.13
359,hour,0.53
360,hours,0.6
361,hyper,1.53
362,id,1.06
363,initial,1.37
364,intact,1.48
365,intrinsic,2.1
366,invasive,1.42
367,ir,1.08
368,iv,1.73
369,j,1.4
370,k,1.24
371,l,1.02
372,lab,1.24
373,lac,1.13
374,las,1.68
375,ld,1.37
376,leaf,1.39
377,leaflets,1.48
378,left,1.83
379,liter,1.14
380,ll,1.41
381,long,1.33
382,love,1.69
383,low,1.35
384,lu,1.04
385,major,1.22
386,male,1.27
387,mali,1.29
388,markedly,1.13
389,massive,1.37
390,mb,1.38
391,mc,1.17
392,md,0.97
393,medial,1.86
394,medication,1.29
395,met,1.4
396,mg,1.42
397,mild,1.84
398,mildly,1.31
399,minimal,1.19
400,mit,2.32
401,ml,1.34
402,mm,0.99
403,monday,1.55
404,mono,1.16
405,mor,1.38
406,motion,1.31
407,mri,1.44
408,ms,1.7
409,multiple,1.46
410,nausea,1.41
411,nc,1.72
412,negative,1.05
413,night,1.21
414,noon,1.07
415,norm,1.23
416,normal,1.85
417,np,1.59
418,ns,1.23
419,nurse,0.97
420,or,0.99
421,out,1.13
422,over,0.99
423,overall,1.5
424,pain,1.07
425,pan,1.32
426,partial,1.15
427,partially,1.12
428,past,1.42
429,patient,1.29
430,pc,1.93
431,pen,1.72
432,per,1.68
433,percent,0.98
434,pic,1.35
435,pink,1.82
436,plan,1.29
437,please,1.21
438,pm,2.29
439,po,1.52
440,positive,1.28
441,potassium,1.21
442,pp,1.96
443,pr,1.57
444,pre,1.47
445,prep,1.76
446,pressure,2.04
447,pri,1.51
448,primary,1.62
449,prior,1.53
450,procedure,1.17
451,prom,1.47
452,prominent,1.7
453,pt,1.69
454,pu,1.15
455,pulled,1.38
456,pulmonary,1.24
457,pulse,1.39
458,q,1.92
459,r,1.12
460,ra,1.93
461,re,1.47
462,rec,1.1
463,red,1.2
464,refusal,1.37
465,refused,1.6
466,reg,1.59
467,regime,1.47
468,regional,0.99
469,rehab,1.68
470,rehabilitation,1.36
471,remnants,1.05
472,residual,1.37
473,residue,1.59
474,resistance,1.08
475,resistant,1.5
476,restart,1.5
477,results,1.05
478,rf,1.34
479,rig,1.46
480,right,1.84
481,room,1.16
482,rr,1.92
483,rv,2.03
484,sang,1.66
485,sat,1.4
486,sc,1.23
487,schedule,1.06
488,scheduled,0.72
489,secondary,1.37
490,seen,1.18
491,segment,1.1
492,sen,1.33
493,sept,1.6
494,serial,2.1
495,severe,1.48
496,severity,0.98
497,sex,1.35
498,short,1.6
499,si,2.01
500,side,1.17
501,significant,1.03
502,silhouette,2.37
503,small,1.1
504,sodium,1.15
505,softly,1.37
506,sol,0.97
507,soluble,1.24
508,sounds,1.28
509,space,1.16
510,stable,1.53
511,stain,1.44
512,stained,1.42
513,stomach,1.31
514,stool,2.25
515,strand,1.63
516,structural,1.08
517,structurally,1.53
518,successful,1.78
519,sul,1.74
520,surgeon,0.61
521,surgery,1.4
522,surgical,0.94
523,sy,1.24
524,symmetric,1.36
525,symmetrical,1.46
526,symmetry,1.1
527,symptoms,1.34
528,syrup,1.18
529,ta,1.55
530,tablet,1.21
531,tam,1.39
532,tb,1.07
533,temperature,1.3
534,tender,1.88
535,thick,1.71
536,thru,2.18
537,tia,1.98
538,time,0.75
539,timing,1.3
540,tissue,1.18
541,tobacco,1.24
542,tolerate,1.29
543,tr,1.32
544,trace,1.57
545,trans,1.25
546,transfer,1.32
547,transferred,1.45
548,traumatic,1.72
549,tri,2.11
550,trim,1.86
551,trivial,2.06
552,tuesday,0.62
553,unable,1.12
554,unchanged,1.64
555,uncomfortable,1.3
556,uneven,2.03
557,unusually,0.99
558,up,0.66
559,va,1.93
560,valve,1.72
561,valves,1.02
562,vegetation,1.48
563,vent,1.39
564,visit,0.61
565,vital,1.81
566,vomit,1.0
567,vomiting,1.25
568,wait,0.45
569,wasting,1.52
570,white,1.31
571,window,1.57
572,windows,1.06
573,without,1.45
574,worse,1.38
575,wound,1.46
576,wounds,1.07
