,term,weight
350,interventions,1.47
351,intrinsic,2.36
352,invasive,1.51
353,ip,1.19
354,iron,1.96
355,iv,1.72
356,j,1.55
357,kidney,1.56
358,lab,1.24
359,lac,1.25
360,las,2.12
361,leaflets,1.35
362,left,1.7
363,lev,1.37
364,line,1.15
365,long,1.06
366,low,0.85
367,lung,1.31
368,markedly,1.41
369,mb,1.12
370,mc,1.86
371,md,1.54
372,medication,1.07
373,mental,1.03
374,met,1.71
375,metal,1.0
376,mg,1.44
377,mil,1.42
378,mild,1.66
379,mildly,1.15
380,minimal,1.38
381,mit,1.69
382,mode,1.4
383,moderate,1.32
384,ms,2.3
385,muscle,1.4
386,na,1.15
387,native,1.3
388,nausea,1.42
389,nc,1.2
390,need,0.86
391,ng,1.21
392,ni,1.26
393,nl,1.38
394,normal,1.5
395,np,1.85
396,ns,1.58
397,nutritional,0.8
398,obesity,1.11
399,om,1.73
400,output,1.35
401,over,1.28
402,overall,1.64
403,pace,1.55
404,pacing,1.6
405,past,1.64
406,patient,1.42
407,pc,1.76
408,pen,1.61
409,peripheral,1.27
410,ph,1.04
411,phone,0.84
412,pill,0.82
413,pl,1.14
414,placement,1.25
415,please,0.88
416,pleasure,1.43
417,po,1.8
418,poly,1.34
419,pop,1.31
420,potassium,1.46
421,pound,1.32
422,pp,1.77
423,pr,1.58
424,pressure,1.5
425,productive,1.86
426,ps,1.56
427,pt,1.34
428,pts,1.92
429,puff,2.01
430,pulmonary,1.65
431,pulse,1.38
432,pulses,1.35
433,q,1.14
434,r,1.62
435,random,1.64
436,rb,1.05
437,ref,1.24
438,reg,1.2
439,regime,1.77
440,remote,1.42
441,renal,1.7
442,restart,1.13
443,results,1.08
444,resume,1.85
445,right,1.66
446,risk,1.38
447,rr,1.49
448,sat,1.61
449,sb,1.82
450,scars,1.19
451,schedule,1.12
452,seen,1.21
453,sen,2.0
454,setting,1.13
455,sex,1.38
456,she,1.27
457,short,1.54
458,si,2.29
459,significantly,1.23
460,sin,1.64
461,skin,1.41
462,sob,2.06
463,sodium,1.98
464,soft,1.13
465,special,1.1
466,specialty,1.21
467,stable,1.48
468,stairs,1.15
469,status,1.31
470,stop,1.04
471,sub,1.33
472,support,1.17
473,sy,1.31
474,symmetric,1.33
475,symmetrical,1.44
476,tablet,1.39
477,telephone,0.81
478,therapy,1.29
479,thick,1.64
480,thickness,1.47
481,ti,1.12
482,times,0.93
483,timing,0.85
484,tolerate,1.39
485,transfer,1.43
486,transferred,1.19
487,transitional,1.83
488,tri,1.27
489,tt,1.64
490,tuesday,0.9
491,tunnel,1.96
492,tunnels,1.27
493,ul,1.19
494,ultra,2.12
495,unit,0.79
496,units,0.81
497,unspecified,1.33
498,ur,1.33
499,urine,1.48
500,valve,1.27
501,vent,1.49
502,vital,1.49
503,vitamin,1.51
504,volume,1.65
505,volumes,1.31
506,vt,1.31
507,walker,1.5
508,wall,1.16
509,war,1.4
510,we,1.01
511,week,1.14
512,while,1.02
513,worse,1.4
514,yellow,1.85
515,z,1.33
