,term,weight
255,nausea,1.12
256,nc,1.61
257,nerve,1.48
258,neurological,1.46
259,next,0.5
260,non,1.62
261,numb,1.08
262,ny,1.1
263,office,0.73
264,old,1.4
265,on,0.77
266,onset,0.95
267,op,1.22
268,operative,1.18
269,oriented,1.1
270,overnight,1.13
271,ox,1.63
272,p,1.16
273,pace,1.8
274,pal,1.21
275,pan,1.43
276,part,1.07
277,pc,1.71
278,pep,1.39
279,phone,1.0
280,phones,0.4
281,physical,1.6
282,placement,1.17
283,please,0.7
284,pneumonia,1.78
285,po,1.54
286,post,1.58
287,prep,1.56
288,prescribed,0.98
289,pressure,1.29
290,pri,1.57
291,prostate,1.43
292,protect,0.95
293,proton,1.88
294,pt,1.55
295,pulse,1.13
296,pupil,1.33
297,pupils,1.51
298,q,1.65
299,rate,0.59
300,reactions,1.09
301,reactive,2.0
302,recall,1.62
303,recalled,1.16
304,recommend,0.42
305,recommended,0.66
306,red,0.75
307,ref,1.07
308,reflex,1.09
309,release,1.32
310,remaining,1.17
311,res,1.18
312,residual,1.9
313,retired,1.08
314,reveal,1.11
315,score,1.33
316,seizure,1.37
317,seizures,1.06
318,sen,1.28
319,sensation,1.07
320,sensory,1.14
321,sent,1.36
322,service,1.05
323,sex,1.26
324,shaking,0.8
325,sharp,1.58
326,shift,1.55
327,shower,1.39
328,si,2.01
329,side,1.2
330,sim,2.0
331,situ,1.37
332,size,1.12
333,slumped,1.75
334,social,1.29
335,soft,1.13
336,soon,0.46
337,sp,1.13
338,stable,1.57
339,status,1.81
340,ste,1.58
341,stern,1.15
342,stomach,1.56
343,stool,1.14
344,straining,0.9
345,strong,1.07
346,su,1.35
347,sub,1.4
348,sure,0.94
349,surgery,1.39
350,surgical,1.19
351,symmetric,1.15
352,symmetrical,1.42
353,tablet,1.2
354,tandem,1.2
355,tape,1.63
356,team,0.59
357,telephone,0.96
358,temperature,1.53
359,tenderness,0.88
360,time,0.77
361,tingle,0.99
362,tingling,0.84
363,tired,1.5
364,toes,1.1
365,tongue,1.34
366,top,1.36
367,transfer,1.24
368,trap,1.07
369,tremor,1.05
370,tumor,1.35
371,val,1.88
372,verbal,1.18
373,visit,0.9
374,vital,1.5
375,vomiting,1.2
376,wait,0.47
377,wake,1.11
378,walking,1.24
379,wash,1.0
380,week,0.67
381,weeks,0.54
382,wet,1.11
383,while,0.67
384,without,1.13
385,woke,1.28
386,wound,0.82
387,xl,2.14
388,years,0.6
389,z,1.19
