,term,weight
262,neurological,1.4
263,nitrate,1.67
264,nurse,1.09
265,nursing,1.62
266,o,0.69
267,old,1.48
268,oriented,1.38
269,os,0.99
270,over,1.62
271,oxygen,1.12
272,p,1.21
273,paced,1.44
274,pacing,1.48
275,pal,1.45
276,par,1.35
277,patient,1.45
278,pc,1.86
279,pep,1.08
280,peripheral,1.47
281,pol,1.82
282,post,1.64
283,posterior,1.64
284,potassium,1.47
285,powder,1.25
286,present,1.57
287,pressure,1.65
288,prop,1.4
289,proton,1.68
290,pupil,1.06
291,pupils,1.29
292,q,1.86
293,radiation,1.84
294,radio,1.4
295,rash,1.68
296,reactive,1.55
297,regular,1.18
298,renal,1.54
299,res,1.25
300,right,1.61
301,rn,1.02
302,room,1.22
303,see,0.94
304,seizure,1.53
305,seizures,1.24
306,service,1.18
307,she,1.48
308,sic,1.9
309,significant,1.5
310,social,1.37
311,sodium,1.36
312,soft,1.71
313,sounds,1.23
314,spontaneous,1.38
315,spontaneously,1.17
316,stable,1.41
317,status,1.93
318,stay,1.11
319,stop,1.16
320,stopped,0.66
321,strength,1.01
322,superior,1.22
323,sy,1.2
324,symmetrical,0.99
325,t,1.83
326,tab,1.29
327,tape,2.07
328,tax,2.11
329,taxes,1.2
330,therapy,1.24
331,thin,1.06
332,toes,1.13
333,trace,1.55
334,transferred,1.16
335,ts,1.12
336,ul,1.06
337,unable,1.07
338,unit,1.35
339,ur,1.39
340,ut,2.0
341,van,1.38
342,vitamin,1.54
343,walk,1.1
344,walking,1.34
345,war,1.22
346,wave,1.42
347,whole,1.77
348,x,1.23
349,years,0.65
