,term,weight
116,measure,0.84
117,notice,0.94
118,administer,0.71
119,tablet,0.63
120,pre,1.16
121,sign,0.96
122,dose,1.47
123,m2,1.02
124,dex,1.86
125,anti,1.49
126,beat,1.0
127,administered,1.22
128,##pl,1.14
129,##ap,1.4
130,patients,0.78
131,take,0.79
132,##ema,0.82
133,res,1.42
134,breath,0.92
135,age,0.96
136,##llin,1.12
137,##osi,1.81
138,##ze,1.3
139,long,1.56
140,##fusion,1.71
141,returning,1.01
142,drug,0.73
143,time,1.07
144,##dra,1.36
145,patient,0.92
146,weight,1.19
147,start,1.01
148,50,1.45
149,clinic,1.57
150,hyper,1.33
151,cardiac,0.82
152,##tron,2.16
153,##u,1.0
154,##patient,1.52
155,consisting,0.84
156,administered,1.18
157,daily,0.97
158,che,1.4
159,pills,0.58
160,kg,1.07
161,receive,0.89
162,det,1.65
163,front,1.27
164,third,0.78
165,hyper,1.56
166,dos,1.11
167,leave,0.96
168,hydra,2.06
169,##sen,1.1
170,##ise,1.66
171,long,1.52
172,lobe,1.94
173,administrator,0.63
174,potential,1.34
175,long,1.27
176,##ven,1.48
177,##ame,1.29
178,time,1.2
179,pi,1.5
180,lung,1.52
181,##hen,1.82
182,max,1.0
183,ins,1.2
184,##sen,1.08
185,##son,1.55
186,beat,1.11
187,mg,1.28
188,mg,1.53
189,det,2.2
190,month,0.92
191,dt,1.85
192,chemotherapy,2.11
193,dose,1.06
194,given,0.91
195,sudden,0.78
196,10,0.81
197,##etic,1.96
198,dip,2.0
199,amount,0.62
200,receive,0.77
201,minute,0.76
202,##rc,1.27
203,effect,0.77
204,##fusion,1.82
205,doses,0.73
206,##ven,1.19
207,##dra,0.98
208,reduced,0.98
209,time,0.86
210,head,1.26
211,##de,0.94
212,administer,0.74
213,##ox,0.73
214,received,0.76
215,adequate,1.3
216,##om,1.33
217,##oca,1.25
218,##ication,2.03
219,yes,0.55
220,dos,1.2
221,upper,1.26
222,difficulty,1.07
223,##ergy,0.89
224,calculate,0.85
225,chemotherapy,1.77
226,##neo,1.82
227,she,1.25
228,##ame,1.38
229,receive,0.73
230,symptoms,0.94
231,recover,1.22
232,afternoon,0.74
233,##tha,1.26
234,initiated,0.99
235,example,0.98
236,##neo,1.72
237,taken,0.77
238,##ual,1.04
239,di,1.7
240,mc,1.52
241,pulse,1.15
242,##ino,1.52
243,patient,0.89
244,dose,1.4
245,dose,1.65
246,##ivity,1.21
247,injection,1.04
248,reaction,0.64
249,combinations,0.74
250,woman,1.1
251,mg,1.37
252,lo,1.55
253,arrival,0.75
254,##ually,1.3
255,days,0.71
256,hospital,0.73
257,##icate,1.43
258,cm,0.94
259,cycle,1.06
260,drug,0.93
261,200,0.68
262,on,1.1
263,clinics,1.03
264,##hen,1.29
265,dex,1.67
266,400,0.94
267,noticed,0.73
268,percent,0.93
269,##va,1.19
270,consist,1.28
271,##sen,1.03
272,##ication,1.82
273,clinic,0.93
274,##de,0.76
275,surface,1.12
276,pulse,0.96
277,before,0.82
278,day,0.78
279,beats,0.65
280,mg,1.48
281,appropriate,1.37
282,che,1.08
283,after,1.32
284,##ma,1.29
285,reactions,0.85
286,dose,1.01
287,receive,1.04
288,red,1.29
289,first,1.05
290,consist,1.01
291,max,0.88
292,##ous,0.84
293,cancer,1.34
294,calculated,1.21
295,patient,0.98
296,slowly,0.56
297,pressure,1.49
298,##ise,1.59
299,calcium,1.72
300,%,0.92
301,##tha,1.1
302,rating,0.61
303,##nia,1.62
304,##cology,1.01
305,gran,1.59
306,##ivity,1.05
307,cis,2.17
308,patient,0.96
309,feeling,1.06
310,vitamin,1.61
311,medication,0.72
312,mm,0.99
313,medication,1.27
314,##osi,1.75
315,therapy,0.82
316,heat,0.9
317,usual,1.37
318,initiate,0.92
319,heal,0.8
320,dos,0.83
321,##tha,1.21
322,prescription,1.64
323,warning,1.4
324,##ness,0.7
325,she,0.88
326,max,0.74
327,stabilize,1.49
328,500,0.93
329,##tin,1.35
330,##uration,1.5
331,consecutive,1.32
332,anxiety,1.82
333,long,0.99
334,##son,1.34
335,##osi,1.71
336,her,0.69
337,schedule,0.69
338,pulmonary,1.88
339,##atin,1.74
340,bed,0.94
341,cis,1.81
342,dose,1.35
343,bp,0.91
344,sub,1.54
345,treatment,0.93
346,stabilized,0.72
347,blood,0.99
348,reduce,1.23
349,her,1.14
350,intra,1.23
351,##icated,0.79
352,##pl,0.95
353,gran,1.66
354,patients,0.64
355,clearance,2.0
356,aggressive,1.55
357,##op,0.89
358,she,1.06
359,clinics,0.66
360,recovered,0.93
361,cycle,0.92
362,second,1.5
363,outside,1.03
364,oral,1.26
365,##ous,0.81
366,time,1.1
367,tight,1.66
368,dip,1.43
369,anti,1.73
370,max,0.83
371,height,0.81
372,heart,1.43
373,##ously,0.78
374,che,1.26
375,out,0.84
376,minute,1.13
377,intra,1.36
378,pharmacy,0.93
379,150,0.69
380,reduction,0.72
381,cancer,1.27
382,ladies,0.78
383,##ven,1.09
384,scheduled,0.73
385,##de,0.84
386,clinics,1.09
387,of,0.75
388,hyper,1.32
389,rate,0.86
390,reaction,1.13
391,cycles,0.79
392,anxious,1.67
393,mg,1.56
394,dos,0.8
395,##tion,0.72
396,##ed,0.91
397,after,1.13
398,her,1.23
399,completely,0.98
400,right,1.65
401,minutes,0.7
402,suddenly,1.36
403,##top,1.63
404,mg,1.54
405,d,0.6
406,##mot,1.5
407,high,1.15
408,##ven,1.22
409,##dine,1.12
410,lady,1.48
411,reaction,0.81
412,arrive,1.07
413,dose,1.32
414,her,0.91
415,##sit,1.3
416,clinic,1.69
417,amount,0.63
418,##son,1.29
419,external,1.85
420,years,0.71
421,cycles,0.92
422,top,1.53
423,##ven,1.2
424,effect,1.08
425,had,0.74
426,given,0.9
427,intra,1.2
428,old,1.51
429,do,1.08
430,day,1.02
431,medication,0.78
432,reactions,0.87
433,dose,1.28
434,dose,1.53
435,pill,0.58
436,##astic,1.4
437,dex,1.84
438,d,1.28
439,sat,1.15
440,surgery,1.72
441,mg,1.4
442,heart,1.25
443,faces,0.81
444,##ame,1.14
445,cycles,0.63
446,arrive,0.88
447,in,0.75
448,female,0.92
449,m2,1.73
450,##op,1.31
451,treatment,0.84
452,long,1.37
453,temperature,1.56
454,20,0.97
455,##xa,1.33
456,weigh,0.99
457,em,1.76
458,drug,0.96
459,rate,1.15
460,reduced,0.85
461,##hg,0.83
462,nursing,1.18
463,prem,1.67
464,drug,1.01
465,48,1.37
466,cr,1.17
467,interval,0.65
468,d,1.24
469,nurses,0.63
470,cancer,1.24
471,administered,1.16
472,allergic,0.68
473,feel,1.27
474,pre,1.85
475,patients,0.72
476,drug,0.94
477,nurse,1.39
478,decreased,0.63
479,##well,1.45
480,reddish,1.04
481,3a,1.73
482,rani,2.22
483,administered,1.14
484,time,0.96
485,chemotherapy,1.89
486,##de,1.11
487,patients,0.7
488,effect,0.6
489,est,1.47
490,##astic,1.76
491,##ine,0.82
492,agent,1.16
493,##pl,1.31
