,term,weight
226,cox,1.63
227,women,0.96
228,microscope,1.36
229,##roid,1.26
230,ec,1.51
231,##form,1.97
232,##thy,1.17
233,##oca,1.26
234,##agi,1.43
235,##ff,1.35
236,areas,1.0
237,##las,1.33
238,later,0.92
239,nuclei,1.2
240,woman,0.92
241,##to,0.97
242,##bell,1.5
243,shown,1.03
244,eu,1.41
245,my,1.07
246,masses,1.32
247,dip,1.16
248,##mour,1.24
249,evolution,1.19
250,pressure,1.67
251,##eous,1.29
252,tu,1.15
253,alpha,1.6
254,sa,1.32
255,##vo,1.7
256,col,1.41
257,renal,1.72
258,mm,1.24
259,cellar,1.85
260,chemistry,0.48
261,marker,1.46
262,##mour,1.88
263,table,1.64
264,cutting,1.3
265,her,0.82
266,##rot,1.28
267,tumor,1.21
268,##hil,1.63
269,##1,1.45
270,ne,1.25
271,cy,1.09
272,##rh,0.99
273,act,2.12
274,##in,1.31
275,alive,1.55
276,scan,1.28
277,sterile,2.29
278,##chemical,1.24
279,long,0.95
280,##ment,1.51
281,tu,1.62
282,without,0.44
283,##oper,1.78
284,reduced,1.05
285,aspects,1.27
286,##ola,1.36
287,patient,0.86
288,kidney,1.85
289,diagnosis,1.19
290,##omy,1.32
291,im,1.7
292,##elling,1.36
293,size,1.25
294,protein,1.1
295,##logical,1.1
296,appeared,1.08
297,located,1.42
298,kidney,1.59
299,scan,1.25
