,term,weight
261,partition,2.02
262,urgent,1.48
263,pu,1.64
264,##sal,1.03
265,evolution,1.42
266,cr,1.93
267,1100,1.45
268,##ici,1.12
269,oral,1.45
270,brother,1.22
271,cancer,0.77
272,double,1.16
273,inflammatory,1.62
274,##os,1.25
275,rec,0.96
276,points,0.87
277,inhibitor,0.81
278,siblings,0.99
279,fever,1.64
280,filled,1.21
281,anti,1.17
282,request,0.73
283,##sin,1.53
284,rhino,1.73
285,neurological,1.35
286,declining,0.94
287,##ru,1.32
288,dose,0.58
289,changed,1.02
290,##hetic,1.51
291,his,0.75
292,long,1.49
293,nasal,1.59
294,##fo,1.75
295,path,1.64
296,facial,1.07
