,term,weight
140,grades,1.02
141,consult,1.2
142,always,0.81
143,##ode,1.35
144,pathway,1.45
145,##ine,1.06
146,##at,1.18
147,ad,1.0
148,examinations,0.6
149,clinical,1.06
150,ec,0.97
151,practised,1.22
152,normal,1.34
153,age,1.04
154,##re,0.95
155,ao,1.59
156,sy,1.9
157,operative,1.16
158,##grade,1.81
159,surgery,1.24
160,sin,1.94
161,ne,1.31
162,fever,1.45
163,##omy,1.64
164,ct,1.72
165,invade,1.43
166,revealed,1.02
167,after,1.01
168,left,1.79
169,pits,1.72
170,kidney,1.16
171,##tur,2.17
172,##ct,1.12
173,##mba,1.43
174,cal,0.94
175,liver,1.31
176,##jan,2.55
177,invasion,1.38
178,##vi,1.33
179,##ia,1.33
180,junction,1.34
181,stomach,1.1
182,left,1.77
183,august,1.3
184,lower,1.12
185,mass,1.36
186,##ven,1.34
187,tumor,1.32
188,##ph,1.34
189,long,1.04
190,cm,1.29
191,tc,2.09
192,normal,1.7
193,l,0.83
194,abdominal,1.27
195,infectious,1.18
196,long,0.97
197,visual,1.07
198,chest,1.17
199,##cal,1.07
200,##le,1.5
201,long,1.27
202,prior,1.05
203,##ph,1.06
204,pole,2.01
205,external,1.62
206,##log,0.84
207,level,0.99
208,episode,1.32
209,##scopic,1.76
210,##ea,1.04
211,##ea,1.79
212,peripheral,1.19
213,##ino,1.42
214,macro,1.99
215,reserve,1.01
216,leave,1.16
217,##rove,1.44
218,pe,1.26
219,invaded,1.38
220,kidney,1.77
221,##us,1.11
222,retro,2.02
223,##bu,1.25
224,##dic,1.62
225,##opa,1.61
226,gap,1.42
227,pathway,1.27
228,polar,1.67
229,m,1.18
230,##ro,1.18
231,years,0.95
232,period,0.65
233,obstacle,1.24
234,suites,1.45
235,grade,1.87
236,mm,1.37
237,pal,1.33
238,kidney,1.5
239,##omy,1.47
240,##ble,0.92
241,intense,1.66
242,##uri,1.59
243,##sic,1.45
244,##nsed,1.53
245,normal,1.31
246,##ph,1.17
247,conservation,1.9
248,##cation,1.38
249,2001,1.21
250,##vic,1.25
251,serum,1.55
252,##thy,1.15
253,##static,1.68
254,##eter,1.91
255,tom,1.76
256,function,0.94
257,masses,1.06
258,junction,1.58
259,##en,1.41
260,ne,1.27
261,ne,1.52
262,cut,1.55
263,##rti,1.25
264,upper,1.24
265,renal,1.22
266,decline,1.64
267,consecutive,0.82
268,weakly,1.08
269,cr,1.68
270,ii,1.16
271,##ye,1.7
272,##ym,1.35
273,##cl,1.0
274,che,0.92
275,height,1.06
276,##1,1.44
277,been,0.6
278,ultra,0.98
279,max,1.08
280,non,1.44
281,clinical,1.22
282,##cre,1.6
283,##ography,1.34
284,##ac,1.13
285,##yp,1.38
286,mass,1.56
287,infiltrate,1.85
288,cutting,1.02
289,1991,1.76
290,examination,1.16
291,biological,1.29
292,ex,0.98
293,capsule,1.6
294,ur,1.53
295,without,1.23
296,ultrasound,1.44
297,tu,1.02
298,hyper,1.01
