,term,weight
165,assessed,1.21
19,##cin,1.21
117,##tens,1.21
448,weak,1.21
320,mobility,1.21
49,##ila,1.21
283,ki,1.21
79,##oma,1.2
263,imaging,1.2
279,iv,1.2
2,##3,1.19
270,initial,1.19
77,##of,1.19
303,maintained,1.19
39,##head,1.19
90,##pha,1.19
67,##nea,1.19
207,defects,1.18
342,pal,1.18
182,cat,1.17
3,##ach,1.17
136,##v,1.17
278,ip,1.17
34,##gia,1.17
194,code,1.17
230,ex,1.17
60,##logist,1.17
95,##piration,1.17
421,strengths,1.16
447,we,1.16
0,##1,1.16
248,functional,1.16
170,bed,1.16
228,episode,1.16
300,machine,1.16
229,evidence,1.16
146,%,1.16
205,dates,1.15
36,##gno,1.15
172,birth,1.15
400,service,1.15
135,##uro,1.15
154,affect,1.14
173,bis,1.14
164,assess,1.14
161,ankle,1.14
82,##op,1.14
106,##rin,1.14
54,##lets,1.14
38,##hale,1.14
305,mask,1.14
310,medication,1.14
443,upper,1.14
440,transmitted,1.13
37,##hala,1.13
6,##aneous,1.13
452,xii,1.13
175,blood,1.13
454,z,1.13
386,related,1.13
256,hi,1.13
243,flu,1.13
232,exchange,1.13
423,strong,1.12
139,##yp,1.12
104,##rdial,1.12
221,elbow,1.12
180,calculated,1.12
346,pediatric,1.12
61,##ly,1.11
46,##ible,1.11
178,breathing,1.11
152,accommodation,1.11
405,si,1.11
304,marked,1.1
151,able,1.1
14,##bing,1.1
424,su,1.1
444,vent,1.09
8,##ano,1.09
85,##oth,1.09
368,prolonged,1.09
59,##lm,1.08
174,block,1.07
109,##roids,1.07
211,diagnosis,1.06
47,##ico,1.06
209,depression,1.06
169,back,1.05
184,cell,1.05
406,significantly,1.04
344,patients,1.03
78,##oid,1.03
435,therapy,1.03
426,sugar,1.01
31,##f,1.0
453,yes,1.0
326,my,0.99
185,cells,0.99
286,last,0.98
210,diabetes,0.98
53,##la,0.97
155,air,0.96
130,##up,0.96
75,##od,0.96
16,##ce,0.96
26,##d,0.95
381,recommend,0.9
441,treatment,0.89
119,##thy,0.87
356,position,0.87
325,muscles,0.82
277,interventions,0.81
