,term,weight
245,maintain,1.18
297,regular,1.18
133,as,1.18
306,service,1.18
178,diabetes,1.17
315,spontaneously,1.17
173,decided,1.17
192,elderly,1.17
59,##mal,1.17
104,##uro,1.16
334,transferred,1.16
319,stop,1.16
7,##ax,1.15
69,##oth,1.15
84,##rth,1.15
138,b,1.14
50,##lete,1.14
332,toes,1.13
217,hyper,1.13
61,##mity,1.12
246,maintained,1.12
163,complications,1.12
271,oxygen,1.12
90,##ten,1.12
335,ts,1.12
109,##ythe,1.12
216,hydro,1.11
200,flu,1.11
260,nerve,1.11
318,stay,1.11
343,walk,1.1
143,bow,1.1
100,##tu,1.1
264,nurse,1.09
279,pep,1.08
255,min,1.08
121,admissions,1.08
27,##emia,1.08
11,##cho,1.07
337,unable,1.07
21,##dine,1.07
115,25,1.07
220,improve,1.07
165,controlled,1.07
130,appointments,1.06
108,##ym,1.06
336,ul,1.06
221,increase,1.06
258,movement,1.06
331,thin,1.06
117,300,1.06
290,pupil,1.06
43,##ine,1.06
56,##lor,1.05
191,ek,1.05
94,##tha,1.05
62,##oca,1.04
176,develop,1.04
222,increased,1.04
60,##mit,1.04
209,hem,1.04
119,ability,1.04
161,coating,1.03
131,arms,1.02
301,rn,1.02
321,strength,1.01
206,had,1.01
92,##tension,1.0
324,symmetrical,0.99
153,changed,0.99
269,os,0.99
186,drug,0.95
303,see,0.94
54,##lo,0.91
39,##i,0.91
159,clock,0.9
152,center,0.89
202,following,0.89
6,##ato,0.81
171,days,0.74
266,o,0.69
224,inhibitor,0.68
183,doctor,0.67
320,stopped,0.66
349,years,0.65
