,term,weight
130,airways,1.2
30,##cit,1.2
128,aggression,1.2
334,tobacco,1.2
121,90,1.2
299,rib,1.2
33,##cut,1.19
257,oro,1.19
294,rehabilitation,1.19
124,admitted,1.19
267,pediatric,1.19
311,sk,1.18
250,nasal,1.18
21,##bu,1.18
137,apple,1.18
47,##hora,1.18
27,##cic,1.17
18,##az,1.17
118,6,1.17
10,##aneous,1.17
7,##ado,1.17
105,##ven,1.17
284,pri,1.17
50,##ium,1.17
196,fate,1.17
44,##hala,1.16
12,##ap,1.16
321,surgery,1.16
95,##uation,1.16
270,persistent,1.16
141,bed,1.16
139,attended,1.15
83,##rol,1.15
107,##yna,1.15
307,she,1.15
322,surgical,1.15
114,14,1.15
222,ip,1.15
4,##ace,1.15
237,married,1.15
274,placed,1.15
145,breath,1.14
87,##sol,1.14
298,revealed,1.14
48,##ina,1.14
174,cream,1.14
326,sy,1.13
320,struck,1.13
68,##od,1.13
37,##emia,1.12
57,##lo,1.12
306,service,1.12
38,##ere,1.11
127,age,1.1
71,##oth,1.1
300,right,1.1
23,##cer,1.1
100,##ule,1.09
149,camp,1.09
158,chloride,1.05
