,term,weight
11,##atal,1.49
445,own,1.49
22,##cin,1.49
69,##load,1.48
206,al,1.48
121,##rol,1.48
479,pulled,1.48
186,360,1.48
477,puff,1.47
168,##zi,1.47
546,symmetric,1.47
472,pre,1.47
247,cavity,1.47
335,foley,1.47
451,para,1.47
357,history,1.47
208,am,1.47
382,interactive,1.47
376,index,1.47
91,##ola,1.47
346,glucose,1.47
577,van,1.46
146,##ume,1.46
383,interim,1.46
200,age,1.46
503,right,1.46
348,goals,1.45
56,##ible,1.45
461,physical,1.45
309,e,1.45
385,invasive,1.45
246,cat,1.45
231,bleeding,1.44
312,ek,1.44
536,sulfate,1.44
264,col,1.44
212,anxiety,1.44
105,##pati,1.44
368,hyper,1.44
367,hydro,1.44
481,q,1.43
533,stop,1.43
15,##az,1.43
158,##vas,1.43
510,se,1.43
148,##ura,1.42
249,ch,1.42
151,##uria,1.42
112,##pp,1.42
366,hum,1.42
279,course,1.42
44,##gb,1.42
181,253,1.42
127,##sten,1.42
403,lobe,1.42
354,hee,1.42
409,marijuana,1.41
282,crack,1.41
508,sat,1.41
596,z,1.41
218,arterial,1.41
243,capsule,1.41
428,morning,1.4
244,cardiac,1.4
380,int,1.4
156,##v,1.4
110,##pit,1.4
514,short,1.4
285,d,1.4
361,hospital,1.39
416,mg,1.39
145,##ulum,1.39
449,pal,1.39
455,patient,1.39
562,trial,1.39
107,##pi,1.39
586,we,1.39
2,##ace,1.39
99,##osis,1.38
563,trip,1.38
128,##sti,1.38
369,ic,1.38
397,lev,1.38
407,main,1.37
12,##ato,1.37
326,fast,1.37
305,dose,1.37
155,##ut,1.37
236,breathing,1.37
37,##erative,1.37
498,respiratory,1.36
328,father,1.36
552,team,1.36
214,ao,1.36
317,ethanol,1.36
237,bro,1.36
505,rr,1.36
500,reveal,1.35
92,##ole,1.35
560,transfer,1.35
491,release,1.35
581,volume,1.35
345,global,1.35
131,##tens,1.35
129,##sto,1.35
396,left,1.35
261,club,1.35
475,prominent,1.35
544,switched,1.34
229,bio,1.34
308,duo,1.34
375,ind,1.34
582,volumes,1.34
254,chief,1.34
1,##ac,1.34
94,##omy,1.34
263,coffee,1.33
222,bas,1.33
347,goal,1.33
272,confusion,1.33
124,##ryn,1.33
531,stomach,1.33
570,twice,1.32
542,swallow,1.32
209,ang,1.32
138,##top,1.32
234,bp,1.32
504,rom,1.32
74,##meter,1.32
5,##alo,1.32
331,fever,1.32
350,grounds,1.31
550,tablet,1.31
192,87,1.31
423,ml,1.31
387,j,1.31
150,##urg,1.31
111,##pm,1.31
170,05,1.31
166,##ys,1.31
588,weakness,1.31
593,worse,1.31
4,##ache,1.31
175,125,1.31
0,#,1.31
293,deteriorated,1.31
489,rehabilitation,1.3
253,chest,1.3
202,ago,1.3
191,750,1.3
87,##ode,1.3
82,##nosis,1.3
123,##rum,1.3
584,vomiting,1.3
378,inserted,1.3
100,##ost,1.3
266,collapse,1.3
579,ventilation,1.29
20,##cho,1.29
122,##rop,1.29
521,space,1.29
165,##yp,1.29
182,30,1.29
324,failure,1.29
95,##opa,1.29
48,##h,1.29
190,59,1.29
211,antibiotics,1.29
25,##com,1.29
21,##chy,1.29
513,she,1.28
458,pediatric,1.28
358,hold,1.28
419,mid,1.27
325,family,1.27
260,clock,1.27
557,timing,1.27
174,114,1.27
164,##yl,1.27
575,val,1.27
448,pad,1.27
68,##lo,1.27
415,medication,1.27
213,anxious,1.27
572,unit,1.27
315,enzymes,1.26
349,gram,1.26
98,##ose,1.26
474,primary,1.26
119,##rem,1.26
585,wb,1.26
196,acute,1.26
440,og,1.26
61,##la,1.26
454,past,1.26
115,##py,1.25
473,pressure,1.25
465,placement,1.25
101,##ote,1.25
512,series,1.25
43,##gal,1.25
280,courses,1.25
351,gu,1.25
294,di,1.25
198,admitted,1.25
518,sol,1.25
28,##cus,1.25
49,##hala,1.25
194,activities,1.25
488,rehab,1.25
39,##f,1.25
424,mmm,1.24
432,neck,1.24
27,##cr,1.24
137,##tive,1.24
171,10,1.24
286,daily,1.24
72,##mal,1.24
176,142,1.24
404,long,1.24
501,review,1.24
295,die,1.24
495,report,1.24
154,##usion,1.24
30,##di,1.23
245,care,1.23
233,blood,1.23
116,##r,1.23
398,lex,1.23
372,improve,1.23
329,fe,1.23
188,450,1.23
336,follow,1.23
408,major,1.22
232,block,1.22
318,evaluation,1.22
457,pe,1.22
26,##copic,1.22
520,solution,1.22
86,##ob,1.22
269,complaints,1.22
224,bases,1.21
207,alert,1.21
136,##tine,1.21
433,negative,1.21
104,##p,1.21
152,##uro,1.21
273,consciousness,1.2
590,weed,1.2
426,mono,1.2
459,percent,1.2
193,92,1.2
251,chairs,1.2
587,weak,1.2
568,tubes,1.2
248,cent,1.2
502,rib,1.19
58,##it,1.19
393,lava,1.19
333,floor,1.19
355,hem,1.19
85,##nu,1.19
173,103,1.19
219,artery,1.19
469,positioning,1.18
278,cough,1.18
373,in,1.18
558,top,1.18
96,##ori,1.18
179,22,1.18
13,##aton,1.18
47,##gy,1.18
388,k,1.17
35,##ened,1.17
314,ems,1.17
220,as,1.17
379,instructions,1.17
494,repeating,1.17
342,garage,1.16
132,##tension,1.16
447,pack,1.16
16,##b,1.16
300,disposition,1.16
400,line,1.16
89,##oid,1.15
125,##sar,1.15
360,home,1.15
55,##iac,1.15
225,bed,1.15
411,maryland,1.15
120,##roid,1.14
555,thin,1.14
159,##vent,1.14
271,con,1.14
496,represent,1.14
405,lung,1.14
84,##nt,1.14
289,decided,1.14
290,deco,1.14
75,##na,1.13
543,swallowing,1.13
3,##ach,1.13
252,chamber,1.13
483,rb,1.13
160,##w,1.12
370,imaging,1.12
50,##hale,1.12
443,out,1.12
421,mildly,1.12
177,20,1.11
525,start,1.11
153,##us,1.11
90,##ol,1.11
306,drug,1.11
410,married,1.11
430,nasal,1.1
401,lip,1.1
114,##pse,1.1
185,345,1.1
71,##lor,1.09
292,department,1.09
242,campus,1.09
535,sul,1.08
374,increase,1.08
203,air,1.08
102,##oth,1.08
583,vomit,1.08
548,synth,1.07
487,reg,1.07
157,##va,1.07
180,240,1.07
478,pull,1.06
539,supervisor,1.06
199,after,1.06
311,echo,1.05
307,drugs,1.05
463,pill,1.05
402,liquid,1.03
287,date,1.03
490,rein,1.03
444,overs,1.03
46,##gus,1.03
139,##tro,1.02
135,##time,1.02
24,##co,1.02
571,ul,1.02
359,holding,1.01
362,hospitals,1.01
516,sliding,1.0
566,tub,1.0
321,extended,0.98
126,##son,0.98
377,inflammation,0.98
221,assistance,0.97
161,##way,0.97
595,yes,0.97
299,discomfort,0.96
319,every,0.96
230,bleed,0.96
113,##pr,0.95
507,sal,0.95
189,5,0.94
334,flu,0.93
172,100,0.93
277,corona,0.93
304,dos,0.92
303,doctor,0.92
259,clinic,0.91
316,es,0.9
310,east,0.9
216,appointment,0.88
226,best,0.86
93,##ology,0.85
270,complex,0.82
365,hours,0.69
466,pm,0.68
569,tuesday,0.67
364,hour,0.65
238,building,0.65
353,headquarters,0.62
323,facility,0.59
452,park,0.48
70,##logist,0.46
537,summer,0.45
204,airport,0.43
438,of,0.39
390,lab,0.38
527,station,0.38
288,day,0.37
439,office,0.36
540,surgery,0.36
442,open,0.35
573,university,0.35
592,when,0.35
556,time,0.35
363,hotel,0.32
337,friday,0.28
296,digest,0.27
