,term,weight
62,##gnan,1.27
18,##bb,1.27
397,op,1.27
157,##ume,1.27
136,##sul,1.27
168,140,1.27
472,shoulder,1.27
3,##4,1.27
131,##se,1.26
532,vital,1.26
126,##ros,1.26
510,thor,1.26
503,swallowing,1.26
58,##gb,1.26
33,##cision,1.26
83,##lus,1.25
193,associated,1.25
103,##pati,1.25
441,rb,1.25
446,recently,1.25
198,awake,1.25
488,staple,1.25
398,oral,1.25
511,trace,1.25
22,##bos,1.25
498,surgery,1.24
528,vein,1.24
234,cognition,1.24
261,depression,1.24
507,terminating,1.24
7,##able,1.24
222,care,1.24
392,nose,1.24
296,fall,1.24
495,structures,1.23
76,##lar,1.23
312,fractures,1.23
218,calm,1.23
294,facilities,1.22
94,##odes,1.22
347,interval,1.22
428,pro,1.22
299,fi,1.22
173,7,1.22
116,##rag,1.22
2,##22,1.21
88,##ncy,1.21
531,videos,1.21
375,medication,1.21
365,loops,1.21
418,physical,1.21
10,##anial,1.21
416,ph,1.2
180,administration,1.2
476,slip,1.2
264,disc,1.2
470,ser,1.2
499,surgical,1.2
59,##ge,1.2
389,node,1.2
403,pain,1.2
310,formation,1.19
330,his,1.19
475,size,1.19
102,##oto,1.19
409,past,1.19
182,admitted,1.19
242,consistent,1.18
80,##llation,1.18
104,##pha,1.18
206,bio,1.18
345,int,1.18
326,hem,1.18
379,mm,1.17
171,6,1.17
505,tall,1.17
429,procedure,1.17
29,##chia,1.17
96,##omy,1.17
508,th,1.17
434,ps,1.17
237,complaints,1.16
196,attended,1.16
190,artery,1.16
494,stroke,1.16
256,decreased,1.15
166,##yst,1.15
47,##ening,1.15
467,seen,1.15
430,procedures,1.15
115,##raf,1.14
290,extend,1.14
162,##vent,1.14
415,persistent,1.14
273,documented,1.14
338,imaging,1.14
433,prostate,1.14
211,bra,1.14
274,dose,1.14
368,mali,1.13
519,tube,1.13
408,partially,1.13
431,projected,1.12
340,inferior,1.12
484,stability,1.12
150,##u,1.11
30,##ci,1.1
328,himself,1.1
132,##si,1.1
120,##rial,1.1
323,he,1.09
71,##ine,1.09
423,please,1.08
278,drug,1.08
216,cal,1.04
450,refusal,1.03
336,hr,1.02
394,nutrition,1.02
411,patient,1.02
513,transfer,1.01
363,long,1.01
133,##sl,1.01
425,po,1.01
110,##plication,1.01
420,pill,1.0
321,had,1.0
92,##ocation,0.98
526,use,0.95
404,painful,0.95
276,drink,0.91
343,instructions,0.9
412,patients,0.87
158,##up,0.83
387,needed,0.81
308,for,0.79
277,drinking,0.78
533,voice,0.77
538,wish,0.73
212,breathing,0.73
108,##pire,0.72
482,speeches,0.71
517,treatment,0.7
419,physician,0.7
452,remedy,0.65
281,eat,0.64
307,following,0.63
282,eating,0.6
539,wishing,0.55
331,historical,0.54
502,swallowed,0.54
279,drugs,0.53
272,doctor,0.53
386,need,0.5
