,term,weight
334,iron,1.55
31,##din,1.54
178,ab,1.54
392,packed,1.54
446,slow,1.53
216,br,1.53
65,##iti,1.53
376,nitrate,1.53
315,history,1.53
452,spectrum,1.52
86,##nea,1.52
175,70,1.52
40,##eur,1.52
209,binding,1.52
94,##oni,1.52
345,li,1.51
49,##g,1.51
385,off,1.51
62,##iri,1.51
63,##ison,1.51
289,fate,1.5
291,fever,1.5
215,bp,1.5
444,significantly,1.5
92,##olo,1.5
214,bow,1.5
224,calcium,1.5
270,discharged,1.5
420,range,1.5
448,soft,1.49
238,code,1.49
115,##rd,1.48
412,pseudo,1.48
55,##his,1.48
404,plan,1.48
118,##ren,1.48
405,po,1.48
327,initial,1.48
38,##ergy,1.47
34,##ema,1.47
170,180,1.47
379,nor,1.47
192,alcohol,1.47
409,presumed,1.46
142,##tin,1.46
97,##ote,1.46
478,tobacco,1.46
152,##vas,1.46
499,w,1.46
161,##zine,1.45
29,##cos,1.45
359,metro,1.45
21,##ces,1.45
482,toxin,1.45
421,rapid,1.45
394,pan,1.45
125,##rot,1.44
143,##tine,1.44
3,##6,1.44
456,stat,1.44
427,rehabilitation,1.44
104,##posed,1.44
310,hd,1.43
37,##enter,1.43
496,volume,1.43
220,broad,1.43
10,##bid,1.43
68,##j,1.42
74,##load,1.42
80,##mide,1.42
106,##press,1.42
411,protein,1.42
501,wb,1.42
299,gap,1.42
176,9,1.42
267,dil,1.42
388,organisms,1.41
470,tape,1.41
408,pressure,1.41
455,stable,1.41
300,ge,1.41
332,invasive,1.41
306,h,1.4
474,ti,1.4
41,##ev,1.4
463,super,1.4
458,stomach,1.4
236,cl,1.4
314,her,1.4
367,mouth,1.4
402,pl,1.4
390,overnight,1.39
437,rose,1.39
451,spa,1.39
288,failure,1.39
425,regime,1.39
298,fur,1.39
13,##bri,1.38
481,toxic,1.38
484,transferred,1.38
268,din,1.38
494,viral,1.38
78,##mia,1.38
25,##ciation,1.38
219,bro,1.38
351,low,1.38
168,108,1.38
169,160,1.38
322,i,1.38
505,zero,1.38
477,tip,1.37
465,surgical,1.37
417,r,1.37
251,control,1.37
318,holding,1.37
0,##1,1.37
155,##wk,1.37
213,bo,1.37
228,cc,1.37
302,goal,1.36
23,##chy,1.36
340,lac,1.36
81,##mis,1.36
430,res,1.36
433,resolved,1.36
210,bleed,1.36
43,##fer,1.36
486,trend,1.36
156,##x,1.35
464,surgery,1.35
27,##col,1.35
138,##tat,1.35
248,consistent,1.35
12,##bon,1.35
354,male,1.34
317,hold,1.34
355,mc,1.34
53,##hala,1.34
234,chloride,1.34
103,##pit,1.34
491,units,1.34
360,mg,1.34
380,norm,1.34
135,##sto,1.34
278,echo,1.34
36,##eni,1.34
397,persistent,1.34
2,##3,1.34
294,flex,1.33
323,increase,1.33
164,/,1.33
233,chief,1.33
320,hr,1.32
393,pain,1.32
177,93,1.32
349,loss,1.32
356,mega,1.32
134,##sti,1.32
15,##ca,1.32
407,potassium,1.32
266,diagnosis,1.32
467,t,1.32
6,##ami,1.31
145,##tra,1.31
333,ip,1.31
8,##ato,1.31
163,%,1.31
280,elevated,1.31
180,abdominal,1.31
162,##zo,1.31
117,##red,1.31
221,bs,1.31
9,##aud,1.31
447,social,1.31
205,bas,1.31
434,respiratory,1.3
435,right,1.3
319,hospital,1.3
343,ld,1.3
14,##bu,1.3
99,##p,1.3
395,past,1.3
84,##na,1.3
357,met,1.3
469,tablet,1.3
399,phosphate,1.29
275,dry,1.29
490,ultra,1.29
235,chronic,1.29
24,##cia,1.29
353,major,1.28
335,iso,1.27
137,##t,1.27
272,dose,1.27
133,##sor,1.27
211,bleeding,1.27
308,half,1.27
181,abs,1.27
121,##rin,1.27
462,stroke,1.27
348,long,1.27
165,0,1.27
151,##v,1.26
488,tx,1.26
330,insult,1.26
387,organism,1.26
442,she,1.26
366,motion,1.25
371,nasal,1.25
139,##terol,1.25
254,count,1.25
47,##fus,1.25
50,##gb,1.25
42,##f,1.24
480,topical,1.24
492,urine,1.24
495,vitamin,1.24
71,##lem,1.24
4,##ae,1.24
296,follow,1.24
256,courses,1.24
260,daily,1.24
339,kidney,1.24
212,block,1.24
172,28,1.24
190,al,1.24
201,as,1.24
88,##nosis,1.23
281,ep,1.23
450,solution,1.23
124,##rop,1.23
429,repeat,1.23
232,chest,1.23
344,lev,1.23
230,center,1.22
198,antibiotics,1.22
83,##n,1.22
154,##we,1.22
263,deco,1.22
500,wall,1.22
140,##th,1.22
96,##ose,1.21
39,##eta,1.21
440,secondary,1.21
130,##ser,1.21
32,##dine,1.21
313,hem,1.21
30,##cr,1.21
194,alone,1.21
114,##rat,1.2
250,contraction,1.2
377,no,1.2
46,##fr,1.2
185,aero,1.2
406,positive,1.19
400,physical,1.19
472,texas,1.19
76,##mc,1.19
338,kg,1.19
503,yes,1.19
375,ni,1.18
261,dates,1.18
73,##llation,1.18
243,complaints,1.18
18,##cc,1.18
204,attended,1.18
265,dia,1.18
184,admitted,1.18
112,##ral,1.18
460,stop,1.17
274,drop,1.17
107,##psy,1.17
497,volumes,1.17
64,##it,1.17
389,over,1.17
449,solids,1.16
225,care,1.16
129,##rth,1.16
436,risk,1.16
66,##ium,1.16
249,consulted,1.16
44,##ff,1.16
326,inflammatory,1.15
432,resolve,1.15
473,thick,1.15
252,controlled,1.15
312,heart,1.15
93,##ona,1.15
498,vs,1.15
324,independently,1.15
368,mr,1.15
70,##lau,1.14
237,co,1.14
305,gu,1.14
363,mild,1.14
54,##hale,1.14
136,##sum,1.14
350,lot,1.14
171,200,1.13
244,con,1.13
188,aggression,1.13
119,##rial,1.13
401,pill,1.13
90,##oe,1.13
174,66,1.13
77,##mg,1.13
277,e,1.13
144,##tis,1.12
295,floor,1.12
187,after,1.12
128,##rri,1.12
57,##ia,1.12
110,##py,1.12
384,nutritional,1.12
167,100,1.11
403,placed,1.11
257,coverage,1.11
381,normal,1.11
158,##yl,1.11
454,spray,1.1
361,mic,1.1
479,tolerate,1.1
297,fr,1.1
82,##mot,1.1
471,team,1.1
79,##mic,1.1
150,##usion,1.09
398,phenomena,1.09
1,##2,1.09
292,fi,1.08
160,##ysis,1.08
58,##idi,1.07
453,sporadic,1.07
424,red,1.07
307,had,1.06
173,325,1.06
346,limit,1.06
328,ins,1.06
141,##ti,1.06
19,##ce,1.06
89,##nut,1.06
466,sy,1.05
423,ratio,1.05
247,cong,1.05
347,load,1.05
311,heal,1.05
17,##card,1.05
489,ty,1.04
61,##iology,1.04
364,ml,1.04
287,facility,1.04
461,stopped,1.04
303,goals,1.04
476,times,1.03
487,trial,1.02
457,status,1.01
217,breathing,1.01
85,##ndi,1.0
284,extend,1.0
199,appointment,0.98
52,##hal,0.97
87,##no,0.96
200,appointments,0.96
111,##rac,0.95
329,instructions,0.95
245,condition,0.88
246,conditions,0.88
253,corona,0.86
502,wounds,0.83
286,facilities,0.82
378,non,0.8
